x-axis,3,REF2
+1.26755000E-03,-10.54135410E-03,-3.57423228E-03
+1.26757500E-03,-10.55889669E-03,-3.47047735E-03
+1.26760000E-03,-10.55019535E-03,-3.42977770E-03
+1.26762500E-03,-10.55090300E-03,-3.45892189E-03
+1.26765000E-03,-10.54962308E-03,-3.44911821E-03
+1.26767500E-03,-10.53442565E-03,-3.52280090E-03
+1.26770000E-03,-10.54680966E-03,-3.53468139E-03
+1.26772500E-03,-10.55510035E-03,-3.58172395E-03
+1.26775000E-03,-10.56339103E-03,-3.52217737E-03
+1.26777500E-03,-10.53859375E-03,-3.50342873E-03
+1.26780000E-03,-10.54962308E-03,-3.49102391E-03
+1.26782500E-03,-10.55009886E-03,-3.55563318E-03
+1.26785000E-03,-10.55258393E-03,-3.50229806E-03
+1.26787500E-03,-10.54085660E-03,-3.52284462E-03
+1.26790000E-03,-10.55590448E-03,-3.46481676E-03
+1.26792500E-03,-10.54063439E-03,-3.49318967E-03
+1.26795000E-03,-10.54805823E-03,-3.48057711E-03
+1.26797500E-03,-10.54378610E-03,-3.49505211E-03
+1.26800000E-03,-10.54456852E-03,-3.43873021E-03
+1.26802500E-03,-10.56441738E-03,-3.54217488E-03
+1.26805000E-03,-10.54638694E-03,-3.58925573E-03
+1.26807500E-03,-10.55590448E-03,-3.57327769E-03
+1.26810000E-03,-10.54858708E-03,-3.55147111E-03
+1.26812500E-03,-10.59346749E-03,-3.44011958E-03
+1.26815000E-03,-10.53706026E-03,-3.52648719E-03
+1.26817500E-03,-10.54497195E-03,-3.60849704E-03
+1.26820000E-03,-10.55558820E-03,-3.53721198E-03
+1.26822500E-03,-10.55989168E-03,-3.51857762E-03
+1.26825000E-03,-10.56717773E-03,-3.47252432E-03
+1.26827500E-03,-10.53163364E-03,-3.46406147E-03
+1.26830000E-03,-10.53293798E-03,-3.52973448E-03
+1.26832500E-03,-10.55134742E-03,-3.59580458E-03
+1.26835000E-03,-10.53896582E-03,-3.46955382E-03
+1.26837500E-03,-10.55590448E-03,-3.45976130E-03
+1.26840000E-03,-10.54168968E-03,-3.55059943E-03
+1.26842500E-03,-10.56057039E-03,-3.58360931E-03
+1.26845000E-03,-10.54240939E-03,-3.56555354E-03
+1.26847500E-03,-10.54521074E-03,-3.49934686E-03
+1.26850000E-03,-10.54714766E-03,-3.55430080E-03
+1.26852500E-03,-10.55242443E-03,-3.48484472E-03
+1.26855000E-03,-10.56576514E-03,-3.51550701E-03
+1.26857500E-03,-10.56846730E-03,-3.48423476E-03
+1.26860000E-03,-10.54355423E-03,-3.48564975E-03
+1.26862500E-03,-10.56096868E-03,-3.50698718E-03
+1.26865000E-03,-10.55184492E-03,-3.53631619E-03
+1.26867500E-03,-10.54622503E-03,-3.48632243E-03
+1.26870000E-03,-10.56833674E-03,-3.52286181E-03
+1.26872500E-03,-10.54543296E-03,-3.50969808E-03
+1.26875000E-03,-10.54330066E-03,-3.47310413E-03
+1.26877500E-03,-10.53995116E-03,-3.54049787E-03
+1.26880000E-03,-10.55159135E-03,-3.48065791E-03
+1.26882500E-03,-10.55590448E-03,-3.44993712E-03
+1.26885000E-03,-10.54899291E-03,-3.54989782E-03
+1.26887500E-03,-10.56846730E-03,-3.53195361E-03
+1.26890000E-03,-10.55678822E-03,-3.47842461E-03
+1.26892500E-03,-10.58174017E-03,-3.48394983E-03
+1.26895000E-03,-10.57646340E-03,-3.47298352E-03
+1.26897500E-03,-10.56490523E-03,-3.54837699E-03
+1.26900000E-03,-10.57219128E-03,-3.50339104E-03
+1.26902500E-03,-10.58258290E-03,-3.45020999E-03
+1.26905000E-03,-10.59359292E-03,-3.49777718E-03
+1.26907500E-03,-10.58731152E-03,-3.56220404E-03
+1.26910000E-03,-10.60951489E-03,-3.47415369E-03
+1.26912500E-03,-10.62118432E-03,-3.45848771E-03
+1.26915000E-03,-10.63062196E-03,-3.55097120E-03
+1.26917500E-03,-10.63395005E-03,-3.57133173E-03
+1.26920000E-03,-10.63208309E-03,-3.52236733E-03
+1.26922500E-03,-10.66856397E-03,-3.53296277E-03
+1.26925000E-03,-10.65519944E-03,-3.52277075E-03
+1.26927500E-03,-10.65861919E-03,-3.56904566E-03
+1.26930000E-03,-10.69731227E-03,-3.59913358E-03
+1.26932500E-03,-10.69831691E-03,-3.61079517E-03
+1.26935000E-03,-10.71505024E-03,-3.58954217E-03
+1.26937500E-03,-10.73213846E-03,-3.58273945E-03
+1.26940000E-03,-10.78489709E-03,-3.54743235E-03
+1.26942500E-03,-10.80324351E-03,-3.52596738E-03
+1.26945000E-03,-10.81012402E-03,-3.53870869E-03
+1.26947500E-03,-10.84253570E-03,-3.47828109E-03
+1.26950000E-03,-10.86002975E-03,-3.50816579E-03
+1.26952500E-03,-10.90046919E-03,-3.54448296E-03
+1.26955000E-03,-10.91882526E-03,-3.52568637E-03
+1.26957500E-03,-10.93790406E-03,-3.52521481E-03
+1.26960000E-03,-10.99658861E-03,-3.55292832E-03
+1.26962500E-03,-11.01073286E-03,-3.54845990E-03
+1.26965000E-03,-11.03169732E-03,-3.54560880E-03
+1.26967500E-03,-11.08521606E-03,-3.51715026E-03
+1.26970000E-03,-11.09610548E-03,-3.53247492E-03
+1.26972500E-03,-11.13862385E-03,-3.51255762E-03
+1.26975000E-03,-11.17393848E-03,-3.45696417E-03
+1.26977500E-03,-11.21353188E-03,-3.48013630E-03
+1.26980000E-03,-11.22271625E-03,-3.50702879E-03
+1.26982500E-03,-11.24929336E-03,-3.50849746E-03
+1.26985000E-03,-11.28454769E-03,-3.50343114E-03
+1.26987500E-03,-11.30967332E-03,-3.53329142E-03
+1.26990000E-03,-11.32443868E-03,-3.52114952E-03
+1.26992500E-03,-11.33813910E-03,-3.40154921E-03
+1.26995000E-03,-11.34100769E-03,-3.43296137E-03
+1.26997500E-03,-11.35268647E-03,-3.42430043E-03
+1.27000000E-03,-11.35346226E-03,-3.40148077E-03
+1.27002500E-03,-11.32946188E-03,-3.45332703E-03
+1.27005000E-03,-11.31162229E-03,-3.40167253E-03
+1.27007500E-03,-11.29008074E-03,-3.29841570E-03
+1.27010000E-03,-11.27594313E-03,-3.38967264E-03
+1.27012500E-03,-11.22173362E-03,-3.39525575E-03
+1.27015000E-03,-11.18781559E-03,-3.36269904E-03
+1.27017500E-03,-11.12123111E-03,-3.35929979E-03
+1.27020000E-03,-11.05094044E-03,-3.37556458E-03
+1.27022500E-03,-10.98755892E-03,-3.28618546E-03
+1.27025000E-03,-10.89107497E-03,-3.34221068E-03
+1.27027500E-03,-10.81814455E-03,-3.38881906E-03
+1.27030000E-03,-10.71638383E-03,-3.36755068E-03
+1.27032500E-03,-10.62046732E-03,-3.32361339E-03
+1.27035000E-03,-10.51090648E-03,-3.33302118E-03
+1.27037500E-03,-10.40726673E-03,-3.33092537E-03
+1.27040000E-03,-10.28138502E-03,-3.36780033E-03
+1.27042500E-03,-10.15367765E-03,-3.42277900E-03
+1.27045000E-03,-10.02662426E-03,-3.33598897E-03
+1.27047500E-03,-9.92886551E-03,-3.40592295E-03
+1.27050000E-03,-9.78261121E-03,-3.37625625E-03
+1.27052500E-03,-9.68119060E-03,-3.38666475E-03
+1.27055000E-03,-9.55738811E-03,-3.45185203E-03
+1.27057500E-03,-9.45466647E-03,-3.54125828E-03
+1.27060000E-03,-9.34772516E-03,-3.48566423E-03
+1.27062500E-03,-9.27393785E-03,-3.47827838E-03
+1.27065000E-03,-9.17492964E-03,-3.63739580E-03
+1.27067500E-03,-9.12568302E-03,-3.70421094E-03
+1.27070000E-03,-9.06642408E-03,-3.81218945E-03
+1.27072500E-03,-9.02090838E-03,-3.79403328E-03
+1.27075000E-03,-8.99050599E-03,-3.85829581E-03
+1.27077500E-03,-9.00374992E-03,-3.96670850E-03
+1.27080000E-03,-9.00507808E-03,-4.00939330E-03
+1.27082500E-03,-9.04499530E-03,-4.01293999E-03
+1.27085000E-03,-9.11298211E-03,-4.01570034E-03
+1.27087500E-03,-9.17029992E-03,-4.13686851E-03
+1.27090000E-03,-9.26044397E-03,-4.19829984E-03
+1.27092500E-03,-9.41499679E-03,-4.21155885E-03
+1.27095000E-03,-9.54288778E-03,-4.21602002E-03
+1.27097500E-03,-9.68190940E-03,-4.20190774E-03
+1.27100000E-03,-9.84161055E-03,-4.21499488E-03
+1.27102500E-03,-10.05786878E-03,-4.20853739E-03
+1.27105000E-03,-10.22066344E-03,-4.22348125E-03
+1.27107500E-03,-10.45327390E-03,-4.16249796E-03
+1.27110000E-03,-10.66147059E-03,-4.09463808E-03
+1.27112500E-03,-10.87349710E-03,-4.08717264E-03
+1.27115000E-03,-11.09721535E-03,-4.04009329E-03
+1.27117500E-03,-11.30292004E-03,-4.02627016E-03
+1.27120000E-03,-11.52947824E-03,-4.02952257E-03
+1.27122500E-03,-11.71213141E-03,-3.92091631E-03
+1.27125000E-03,-11.91944739E-03,-3.72777865E-03
+1.27127500E-03,-12.10093672E-03,-3.61930566E-03
+1.27130000E-03,-12.26978364E-03,-3.51579677E-03
+1.27132500E-03,-12.41896080E-03,-3.38636927E-03
+1.27135000E-03,-12.53135466E-03,-3.28335034E-03
+1.27137500E-03,-12.64895081E-03,-3.13851375E-03
+1.27140000E-03,-12.71275927E-03,-2.99383395E-03
+1.27142500E-03,-12.75439692E-03,-2.88820513E-03
+1.27145000E-03,-12.79501456E-03,-2.71697716E-03
+1.27147500E-03,-12.76243916E-03,-2.58076021E-03
+1.27150000E-03,-12.73295668E-03,-2.53739067E-03
+1.27152500E-03,-12.66159895E-03,-2.40335365E-03
+1.27155000E-03,-12.55673959E-03,-2.39075677E-03
+1.27157500E-03,-12.41142691E-03,-2.27701003E-03
+1.27160000E-03,-12.23956155E-03,-2.11912187E-03
+1.27162500E-03,-12.08571367E-03,-2.04557336E-03
+1.27165000E-03,-11.86191642E-03,-2.06669340E-03
+1.27167500E-03,-11.64039107E-03,-2.10868231E-03
+1.27170000E-03,-11.40009205E-03,-2.12889298E-03
+1.27172500E-03,-11.14816430E-03,-2.04748977E-03
+1.27175000E-03,-10.87655202E-03,-2.08228641E-03
+1.27177500E-03,-10.58802972E-03,-2.14197651E-03
+1.27180000E-03,-10.32704605E-03,-2.33356802E-03
+1.27182500E-03,-10.04705383E-03,-2.55766617E-03
+1.27185000E-03,-9.78163371E-03,-2.55565689E-03
+1.27187500E-03,-9.50592779E-03,-2.66260483E-03
+1.27190000E-03,-9.27017317E-03,-2.86570868E-03
+1.27192500E-03,-9.05552562E-03,-3.06658587E-03
+1.27195000E-03,-8.83599537E-03,-3.27133989E-03
+1.27197500E-03,-8.66835541E-03,-3.52040056E-03
+1.27200000E-03,-8.50636247E-03,-3.74963136E-03
+1.27202500E-03,-8.38185203E-03,-3.89115282E-03
+1.27205000E-03,-8.30286484E-03,-4.08553030E-03
+1.27207500E-03,-8.24139823E-03,-4.37036390E-03
+1.27210000E-03,-8.24167562E-03,-4.53305153E-03
+1.27212500E-03,-8.26272540E-03,-4.70360862E-03
+1.27215000E-03,-8.35113064E-03,-4.90238396E-03
+1.27217500E-03,-8.44145590E-03,-5.09870017E-03
+1.27220000E-03,-8.57562830E-03,-5.22483816E-03
+1.27222500E-03,-8.73633921E-03,-5.29581236E-03
+1.27225000E-03,-8.93238797E-03,-5.46606675E-03
+1.27227500E-03,-9.16433600E-03,-5.52835015E-03
+1.27230000E-03,-9.39982740E-03,-5.56347725E-03
+1.27232500E-03,-9.68415718E-03,-5.52722461E-03
+1.27235000E-03,-9.96925882E-03,-5.49995221E-03
+1.27237500E-03,-10.27817361E-03,-5.46976329E-03
+1.27240000E-03,-10.57997783E-03,-5.43249636E-03
+1.27242500E-03,-10.91366578E-03,-5.41777773E-03
+1.27245000E-03,-11.19475852E-03,-5.27872807E-03
+1.27247500E-03,-11.52392076E-03,-5.00656583E-03
+1.27250000E-03,-11.81307594E-03,-4.85183692E-03
+1.27252500E-03,-12.08845019E-03,-4.63968620E-03
+1.27255000E-03,-12.35021689E-03,-4.43219866E-03
+1.27257500E-03,-12.58705575E-03,-4.16689009E-03
+1.27260000E-03,-12.79369303E-03,-3.83924114E-03
+1.27262500E-03,-12.95862029E-03,-3.69102369E-03
+1.27265000E-03,-13.10827052E-03,-3.42377007E-03
+1.27267500E-03,-13.20339737E-03,-3.23377025E-03
+1.27270000E-03,-13.28003246E-03,-2.85157650E-03
+1.27272500E-03,-13.31078069E-03,-2.56132774E-03
+1.27275000E-03,-13.27941979E-03,-2.30788338E-03
+1.27277500E-03,-13.21599968E-03,-2.15741847E-03
+1.27280000E-03,-13.12825114E-03,-1.89673751E-03
+1.27282500E-03,-12.96606794E-03,-1.66451089E-03
+1.27285000E-03,-12.82703366E-03,-1.53415835E-03
+1.27287500E-03,-12.61369347E-03,-1.38433384E-03
+1.27290000E-03,-12.39046819E-03,-1.33666474E-03
+1.27292500E-03,-12.10015671E-03,-1.24534509E-03
+1.27295000E-03,-11.82871539E-03,-1.10238692E-03
+1.27297500E-03,-11.51899013E-03,-1.12165688E-03
+1.27300000E-03,-11.20757159E-03,-1.17588267E-03
+1.27302500E-03,-10.87482797E-03,-1.20884219E-03
+1.27305000E-03,-10.52478931E-03,-1.37905376E-03
+1.27307500E-03,-10.18705899E-03,-1.53758474E-03
+1.27310000E-03,-9.84642329E-03,-1.65117288E-03
+1.27312500E-03,-9.51838689E-03,-1.77758737E-03
+1.27315000E-03,-9.22782184E-03,-2.01604234E-03
+1.27317500E-03,-8.92860399E-03,-2.23443015E-03
+1.27320000E-03,-8.67297578E-03,-2.55655148E-03
+1.27322500E-03,-8.43029060E-03,-2.75826837E-03
+1.27325000E-03,-8.25225689E-03,-2.99392109E-03
+1.27327500E-03,-8.06629462E-03,-3.35379478E-03
+1.27330000E-03,-7.94976311E-03,-3.75012102E-03
+1.27332500E-03,-7.85026524E-03,-4.07448952E-03
+1.27335000E-03,-7.81358144E-03,-4.26454784E-03
+1.27337500E-03,-7.79836682E-03,-4.51374659E-03
+1.27340000E-03,-7.85043831E-03,-4.89481027E-03
+1.27342500E-03,-7.92079200E-03,-5.25675264E-03
+1.27345000E-03,-8.02844518E-03,-5.42782382E-03
+1.27347500E-03,-8.18363329E-03,-5.58509508E-03
+1.27350000E-03,-8.38459429E-03,-5.67761083E-03
+1.27352500E-03,-8.60369246E-03,-5.79527935E-03
+1.27355000E-03,-8.87172248E-03,-5.92213856E-03
+1.27357500E-03,-9.17553688E-03,-6.04048065E-03
+1.27360000E-03,-9.46145050E-03,-5.98516942E-03
+1.27362500E-03,-9.77647393E-03,-5.96607162E-03
+1.27365000E-03,-10.12800598E-03,-5.94952704E-03
+1.27367500E-03,-10.44585096E-03,-5.89528044E-03
+1.27370000E-03,-10.81404821E-03,-5.75799161E-03
+1.27372500E-03,-11.11519363E-03,-5.62779707E-03
+1.27375000E-03,-11.47381725E-03,-5.38818791E-03
+1.27377500E-03,-11.76386008E-03,-5.10684311E-03
+1.27380000E-03,-12.06648291E-03,-4.96247116E-03
+1.27382500E-03,-12.34904521E-03,-4.68453314E-03
+1.27385000E-03,-12.58738410E-03,-4.41598905E-03
+1.27387500E-03,-12.80937800E-03,-4.08446807E-03
+1.27390000E-03,-12.97684852E-03,-3.79900401E-03
+1.27392500E-03,-13.13249975E-03,-3.44323028E-03
+1.27395000E-03,-13.21895239E-03,-3.24628844E-03
+1.27397500E-03,-13.30187643E-03,-2.90221851E-03
+1.27400000E-03,-13.32174790E-03,-2.55619690E-03
+1.27402500E-03,-13.30064083E-03,-2.27003996E-03
+1.27405000E-03,-13.26634561E-03,-2.07069356E-03
+1.27407500E-03,-13.15202207E-03,-1.80507444E-03
+1.27410000E-03,-12.99436699E-03,-1.56585634E-03
+1.27412500E-03,-12.83242681E-03,-1.39680017E-03
+1.27415000E-03,-12.58782913E-03,-1.21880687E-03
+1.27417500E-03,-12.36432767E-03,-1.10571622E-03
+1.27420000E-03,-12.08882588E-03,-956.07956E-06
+1.27422500E-03,-11.80100610E-03,-946.83308E-06
+1.27425000E-03,-11.47286115E-03,-986.31552E-06
+1.27427500E-03,-11.14483983E-03,-1.07303711E-03
+1.27430000E-03,-10.80714388E-03,-1.15899888E-03
+1.27432500E-03,-10.45688933E-03,-1.20892511E-03
+1.27435000E-03,-10.12434442E-03,-1.23908780E-03
+1.27437500E-03,-9.78111812E-03,-1.40605811E-03
+1.27440000E-03,-9.43752640E-03,-1.64300190E-03
+1.27442500E-03,-9.13940244E-03,-1.97038975E-03
+1.27445000E-03,-8.83564803E-03,-2.17257187E-03
+1.27447500E-03,-8.57458928E-03,-2.48388007E-03
+1.27450000E-03,-8.31353054E-03,-2.82718355E-03
+1.27452500E-03,-8.12861150E-03,-3.07226606E-03
+1.27455000E-03,-7.92960400E-03,-3.36939021E-03
+1.27457500E-03,-7.81115969E-03,-3.73240445E-03
+1.27460000E-03,-7.71102683E-03,-3.99608183E-03
+1.27462500E-03,-7.64695455E-03,-4.21247062E-03
+1.27465000E-03,-7.64297127E-03,-4.50906682E-03
+1.27467500E-03,-7.67337367E-03,-4.84521270E-03
+1.27470000E-03,-7.74109485E-03,-5.21306682E-03
+1.27472500E-03,-7.86412365E-03,-5.33017090E-03
+1.27475000E-03,-8.01022388E-03,-5.58533569E-03
+1.27477500E-03,-8.19263825E-03,-5.75813513E-03
+1.27480000E-03,-8.40146963E-03,-5.85065691E-03
+1.27482500E-03,-8.65524233E-03,-5.95184175E-03
+1.27485000E-03,-8.93995774E-03,-5.98342758E-03
+1.27487500E-03,-9.23412465E-03,-6.11603181E-03
+1.27490000E-03,-9.55456204E-03,-6.13594399E-03
+1.27492500E-03,-9.89018238E-03,-6.11764671E-03
+1.27495000E-03,-10.19054839E-03,-5.98958416E-03
+1.27497500E-03,-10.56047360E-03,-5.74708591E-03
+1.27500000E-03,-10.86603075E-03,-5.64437241E-03
+1.27502500E-03,-11.22670345E-03,-5.50020036E-03
+1.27505000E-03,-11.55797839E-03,-5.31303234E-03
+1.27507500E-03,-11.83472996E-03,-5.02504673E-03
+1.27510000E-03,-12.10777050E-03,-4.71530037E-03
+1.27512500E-03,-12.34889536E-03,-4.43746819E-03
+1.27515000E-03,-12.58281920E-03,-4.15386174E-03
+1.27517500E-03,-12.75638328E-03,-3.91871376E-03
+1.27520000E-03,-12.91428561E-03,-3.61032210E-03
+1.27522500E-03,-13.03547307E-03,-3.27830061E-03
+1.27525000E-03,-13.11146353E-03,-2.91950633E-03
+1.27527500E-03,-13.13591347E-03,-2.62248741E-03
+1.27530000E-03,-13.14513342E-03,-2.40277053E-03
+1.27532500E-03,-13.09987430E-03,-2.12044310E-03
+1.27535000E-03,-12.99937179E-03,-1.84826880E-03
+1.27537500E-03,-12.86839874E-03,-1.57562444E-03
+1.27540000E-03,-12.71566675E-03,-1.39683455E-03
+1.27542500E-03,-12.54502342E-03,-1.24971491E-03
+1.27545000E-03,-12.29136319E-03,-1.19633184E-03
+1.27547500E-03,-12.04576871E-03,-1.06476632E-03
+1.27550000E-03,-11.78043783E-03,-984.11267E-06
+1.27552500E-03,-11.48158421E-03,-1.03769594E-03
+1.27555000E-03,-11.18376025E-03,-1.12490236E-03
+1.27557500E-03,-10.86706705E-03,-1.09519465E-03
+1.27560000E-03,-10.56375345E-03,-1.18880670E-03
+1.27562500E-03,-10.24649702E-03,-1.29528669E-03
+1.27565000E-03,-9.94890161E-03,-1.47408804E-03
+1.27567500E-03,-9.64790695E-03,-1.75808555E-03
+1.27570000E-03,-9.38823817E-03,-1.95665827E-03
+1.27572500E-03,-9.12235945E-03,-2.17309922E-03
+1.27575000E-03,-8.89893306E-03,-2.42184209E-03
+1.27577500E-03,-8.70836941E-03,-2.69496616E-03
+1.27580000E-03,-8.53933073E-03,-3.07537676E-03
+1.27582500E-03,-8.40475190E-03,-3.45949205E-03
+1.27585000E-03,-8.30871900E-03,-3.66921801E-03
+1.27587500E-03,-8.25424597E-03,-3.90403614E-03
+1.27590000E-03,-8.24304207E-03,-4.22560058E-03
+1.27592500E-03,-8.28399801E-03,-4.57249507E-03
+1.27595000E-03,-8.35042992E-03,-4.76413542E-03
+1.27597500E-03,-8.45963740E-03,-5.06110369E-03
+1.27600000E-03,-8.62983931E-03,-5.36132678E-03
+1.27602500E-03,-8.79532196E-03,-5.56587759E-03
+1.27605000E-03,-9.00276518E-03,-5.73739862E-03
+1.27607500E-03,-9.25489252E-03,-5.85233604E-03
+1.27610000E-03,-9.52478589E-03,-5.83263552E-03
+1.27612500E-03,-9.82109987E-03,-5.91384908E-03
+1.27615000E-03,-10.13276023E-03,-6.01094420E-03
+1.27617500E-03,-10.43392706E-03,-5.95135873E-03
+1.27620000E-03,-10.77055626E-03,-5.85212830E-03
+1.27622500E-03,-11.09700550E-03,-5.85437456E-03
+1.27625000E-03,-11.41865225E-03,-5.64579796E-03
+1.27627500E-03,-11.73919757E-03,-5.51598091E-03
+1.27630000E-03,-12.03565478E-03,-5.26067834E-03
+1.27632500E-03,-12.31467703E-03,-5.04477438E-03
+1.27635000E-03,-12.56116368E-03,-4.84446223E-03
+1.27637500E-03,-12.81030817E-03,-4.58467406E-03
+1.27640000E-03,-13.00183394E-03,-4.35031936E-03
+1.27642500E-03,-13.15793413E-03,-4.06998945E-03
+1.27645000E-03,-13.29128581E-03,-3.68096464E-03
+1.27647500E-03,-13.37212338E-03,-3.31590372E-03
+1.27650000E-03,-13.40405505E-03,-3.03379489E-03
+1.27652500E-03,-13.41855749E-03,-2.82922659E-03
+1.27655000E-03,-13.36798301E-03,-2.53872155E-03
+1.27657500E-03,-13.27151655E-03,-2.31923020E-03
+1.27660000E-03,-13.15101623E-03,-1.95585625E-03
+1.27662500E-03,-12.98518322E-03,-1.73977319E-03
+1.27665000E-03,-12.78458856E-03,-1.59740599E-03
+1.27667500E-03,-12.55737397E-03,-1.49183415E-03
+1.27670000E-03,-12.28929059E-03,-1.29055144E-03
+1.27672500E-03,-12.00176087E-03,-1.04706785E-03
+1.27675000E-03,-11.69228587E-03,-1.04908919E-03
+1.27677500E-03,-11.35158595E-03,-1.15566747E-03
+1.27680000E-03,-11.02017351E-03,-1.21482631E-03
+1.27682500E-03,-10.67402255E-03,-1.21215340E-03
+1.27685000E-03,-10.32594161E-03,-1.22973519E-03
+1.27687500E-03,-9.98791490E-03,-1.45619600E-03
+1.27690000E-03,-9.63882932E-03,-1.71681876E-03
+1.27692500E-03,-9.33982856E-03,-1.85421764E-03
+1.27695000E-03,-9.02717682E-03,-2.00359138E-03
+1.27697500E-03,-8.77038840E-03,-2.35485479E-03
+1.27700000E-03,-8.52960032E-03,-2.53679519E-03
+1.27702500E-03,-8.34106917E-03,-2.80662161E-03
+1.27705000E-03,-8.14399376E-03,-3.25254512E-03
+1.27707500E-03,-8.00580461E-03,-3.49420969E-03
+1.27710000E-03,-7.94105875E-03,-3.79668297E-03
+1.27712500E-03,-7.90423505E-03,-4.18654297E-03
+1.27715000E-03,-7.87710014E-03,-4.48295555E-03
+1.27717500E-03,-7.92736286E-03,-4.69891257E-03
+1.27720000E-03,-7.98747115E-03,-4.92834870E-03
+1.27722500E-03,-8.15106422E-03,-5.12009729E-03
+1.27725000E-03,-8.33240793E-03,-5.42298395E-03
+1.27727500E-03,-8.51240447E-03,-5.58036737E-03
+1.27730000E-03,-8.74733295E-03,-5.75370923E-03
+1.27732500E-03,-9.01552277E-03,-5.89122118E-03
+1.27735000E-03,-9.32343141E-03,-5.97741995E-03
+1.27737500E-03,-9.64359562E-03,-6.06267196E-03
+1.27740000E-03,-9.97188138E-03,-6.02919505E-03
+1.27742500E-03,-10.32099259E-03,-6.04750077E-03
+1.27745000E-03,-10.65586970E-03,-5.88175671E-03
+1.27747500E-03,-11.02351518E-03,-5.70909686E-03
+1.27750000E-03,-11.33744020E-03,-5.58452070E-03
+1.27752500E-03,-11.67958225E-03,-5.41775180E-03
+1.27755000E-03,-12.00297355E-03,-5.28490515E-03
+1.27757500E-03,-12.28529947E-03,-5.04171463E-03
+1.27760000E-03,-12.56277949E-03,-4.66809891E-03
+1.27762500E-03,-12.78041261E-03,-4.33661833E-03
+1.27765000E-03,-12.99609797E-03,-4.00513927E-03
+1.27767500E-03,-13.11641859E-03,-3.86620599E-03
+1.27770000E-03,-13.24904845E-03,-3.42260442E-03
